,tweets_en,sentistrength
1248,Stop revokes IOS 13 / 14 | No revokes iOS 13 / iOS 14 Tweak | No revokes Jailbreak iOS 14 / iOS 13 #checkra1n #2020…,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.6808}"
1257,"Yep, won’t get anywhere unless I set it to only extract one detail such as title. No problem, running iOS 14.1 currently","{'neg': 0.195, 'neu': 0.717, 'pos': 0.088, 'compound': -0.4019}"
1258,Apple screwed up the battery life in iOS 14.1,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4939}"
1260,🚨iOS 14.2 Not available 👀,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1265,iOS 14 is shit,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.5574}"
1281,iPhone 6s with iOS 14 in 2020! This is a 5 year old phone!!!!! The battery backup would be bad though! - C…,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.6876}"
1282,I’m not sure I like this iOS 14 😏,"{'neg': 0.449, 'neu': 0.551, 'pos': 0.0, 'compound': -0.4717}"
1287,"Therefore, the updates come out at 10 am Cupertino. If it doesn't come out in 15 minutes there if we give up for death","{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.5994}"
1288,Who is here who has iOS 14 but the gap is that there is a talent for widget design so it only looks like gt2? Yauda the same :(,"{'neg': 0.108, 'neu': 0.698, 'pos': 0.194, 'compound': 0.4767}"
1295,"Blind iPhone users, how is IOS 14? No features interested me, I would almost upgrade if the inbox focus bug was fix…","{'neg': 0.191, 'neu': 0.703, 'pos': 0.105, 'compound': -0.296}"
1298,Still haven’t done the IOS 14 update yet I’m scared to do it 😂,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.4404}"
1318,This shit ios 14.1 drains my battery like crayzy,"{'neg': 0.275, 'neu': 0.534, 'pos': 0.191, 'compound': -0.2732}"
1323,a lot of people are complaining about how fast ios 14 drains the battery and my conclusion is that i’m not gonna up…,"{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.2023}"
1327,My phone just thought it would be funny to download it to ios 14 and I hate it. Is there any way to bring it back to ios 13?,"{'neg': 0.113, 'neu': 0.798, 'pos': 0.089, 'compound': -0.2023}"
1329,"guys, any advice on how to organize your ios 14 screen? NO BECAUSE I HAVE NO FANTASY thanks in ancient ...","{'neg': 0.228, 'neu': 0.66, 'pos': 0.113, 'compound': -0.4526}"
1349,If you haven’t updated to iOS 14... IT’S ANAZING! You can now ignore calls by swiping them away AND keep doing what…,"{'neg': 0.117, 'neu': 0.883, 'pos': 0.0, 'compound': -0.4199}"
1357,How to allow iPhone to say (please charge) when battery is low on iOS 14,"{'neg': 0.124, 'neu': 0.765, 'pos': 0.112, 'compound': -0.0516}"
1363,Die SF Meteo Widgets für iOS 14 sind da 🌤 #srf #srfmeteo via @srfmeteo,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.5994}"
1377,"I’ve been having a non stop notification , the iOS 14 beta I’ve tried everything it said you guys gav…","{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}"
1382,Para que es ese swit fake ios 14.0.1????,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.6199}"
1395,How Can I use bank apps?emove jailbreak does not work on my iPhone 7 iOS 14.1 ):,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.4215}"
1409,euphoria ariana grande chris evans animal crossing nudes 18+ leak leaked thread bts harry styles charli damelio noa…,"{'neg': 0.196, 'neu': 0.625, 'pos': 0.179, 'compound': 0.1531}"
1412,ross lynch nudes ross lynch leak ross lynch pic chris evans nudes chris evans pic chris evans leak tiktok nudes #TikTokBan…,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.5859}"
1414,This iOS 14 beta bug is mad annoying. I removed my beta profile and it’s still happening🤦🏽‍♀️,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.7096}"
1417,honestly blocking hasn’t worked properly for me since iOS 14’s debut. sometimes it just doesn’t stop the messages w…,"{'neg': 0.202, 'neu': 0.672, 'pos': 0.126, 'compound': -0.2023}"
1438,As #Apple readies to make the #IDFA opt-in for iOS 14 users in Q1 – a step which many fear Google will follow with the…,"{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.4939}"
1440,pensando em qual tema eu vou colocar no ios 14,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}"
1441,As #Apple readies to make the #IDFA opt-in for iOS 14 users in Q1 – a step which many fear Google will follow with…,"{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.4939}"
1451,I'm not happy about the changes to Bedtime in iOS 14.1 Please put it back into the Clock! #Apple #iPhone #ios14bedtime,"{'neg': 0.134, 'neu': 0.773, 'pos': 0.094, 'compound': -0.2477}"
1465,i woke up to ios 14 and a cancelled class,"{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.25}"
1467,on some BS iOS 14 fucked my shit 🤬,"{'neg': 0.571, 'neu': 0.429, 'pos': 0.0, 'compound': -0.8402}"
1471,Dieser Limited Photo Picker unter iOS 14 scheint den Entwicklern noch nicht aufgefallen zu sein. Immer noc…,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.2263}"
1482,How to Pause Video Whileecording iPhone | Video Pauseesume No Jailbreak iOS 12/13/14,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}"
1484,am i the only one who gets scared when there’s a new update? should i update my phone to iOS 14.1? 😩,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.504}"
1494,"No, eso es un aditamento del modo sueño que salió este año con ios 14, también te da los buenos…","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}"
1506,Says a lot about my character that my favourite part of the iOS 14 update is the ability to swipe up and ignore a call,"{'neg': 0.097, 'neu': 0.814, 'pos': 0.089, 'compound': -0.0516}"
1515,"If you mean iOS 14 and WPA3, I had them too. Then I just go back to WPA2 ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1517,"$AAPL Anyone Remember, Back when #MSFT introduced MS Vista ? #AAPL ran a series of TV Adds, -- mocking Vista --…","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4019}"
1526,I was forced to update my phone to iOS 14 my battery life sucks ass!!!,"{'neg': 0.473, 'neu': 0.527, 'pos': 0.0, 'compound': -0.8713}"
1530,"Putanginang iOS 14, very slow. I will buy it but please fix it slowly","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4497}"
1533,iOS 14 the worst shit Apple ever put out. I got a whole new phone last week and it’s doing the same shit my old one was.,"{'neg': 0.339, 'neu': 0.661, 'pos': 0.0, 'compound': -0.9062}"
1545,"always the same, this is from ios 14 argghgg","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1556,"iOS 14 seems to add a lot of ""Stop trying to think for me, Phone"" features.","{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}"
1571,How to use the limited photos picker in iOS 14 for added privacy,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.2263}"
1582,"There is another iOS 14.02 or so , my battery has been terrible since then.","{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.4767}"
1592,Damn iOS 14 on my old iPhone looks sick,"{'neg': 0.462, 'neu': 0.538, 'pos': 0.0, 'compound': -0.7184}"
1595,"we’re on iOS 14.2 and the iphone 12 is officially released yet, the delay when typing is still not fi…","{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.3182}"
1601,Aye bro. I’m tryna follow these IOS 14 update instructions and this shit not working for me cuh lmaoooo I WANT MY FACETIME IN THE CONE TOO,"{'neg': 0.14, 'neu': 0.793, 'pos': 0.067, 'compound': -0.4968}"
1605,whore don't update on ios 14 just waiting for me ¡¡,"{'neg': 0.301, 'neu': 0.699, 'pos': 0.0, 'compound': -0.6486}"
1607,[THEAD] Here are some tips to maximize your wannabe-productive ass with iOS 14. #VirgoExcellence,"{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.5423}"
1611,I received this error on a desktop computer and an iPhone running iOS 14.1 . Is there a way to prev…,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.4019}"
1624,ios is already going to 14 and i didn't even reach 13 for lack of memory 🤧,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.3343}"
1625,I finally gave in to iOS 14 after installing my phone myself. been working on those pussy widgets for an hour,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1627,I keep getting this stupid message on my phone and got the IOS 14 beta out of this crap,"{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.7906}"
1631,"Also, I just updated to iOS 14.1 and not sure how I feel about it. New iOS, new admin..?","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.2411}"
1637,"look, I thank ios 14 that lets me continue doing my things without having to wait 3 hours for the call to hang up ...","{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}"
1641,"I kinda do yeah😭 But idk since iOS 14 things got sooooo much better, and I was SO tired of the ins…","{'neg': 0.211, 'neu': 0.674, 'pos': 0.115, 'compound': -0.3455}"
1648,"Yeah ... But I don't know lately with iOS 14 I think they've opened up quite a bit, and I nun ...","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.296}"
1660,iOS 14.2: This is how the new intercom function works,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1665,"What is with the weird text autocompleting in text boxes lately? I thought it was an iOS 14 bug, but it’s sti…","{'neg': 0.063, 'neu': 0.937, 'pos': 0.0, 'compound': -0.09}"
1682,"Off-topic: the new IOS 14 has made iCalendar a pain in the ass. Changing scheduled times is now a nightmare.) Thanks, @AppleSupport. 🙄","{'neg': 0.255, 'neu': 0.637, 'pos': 0.109, 'compound': -0.5994}"
1691,"⏭️ Thameslink update: 14:33 Gatwick Airport to Bedford due 16:35 will no longer call at Horley, Salfords, Earlswood…","{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}"
1693,I expect Apple to release iOS 14.2 to the today if not definitely next week,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.3089}"
1697,"i can’t believe it’s 2020, we’re 14 versions into ios and iphones still pull this shit","{'neg': 0.233, 'neu': 0.767, 'pos': 0.0, 'compound': -0.6428}"
1698,"Hello my friend , I was trying to upgrade from iOS 13.5 to iOS 14.0 with future restore but I failed","{'neg': 0.192, 'neu': 0.648, 'pos': 0.16, 'compound': -0.4118}"
1699,⏭️ Northern update: 14:02 Sheffield to Leeds due 15:25 will no longer call at Castleford. Download the Train Beacon…,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}"
1701,Woke up and the only sure thing in this world is that iOS 14 pushed and desperately wants me to use its baffling widget…,"{'neg': 0.097, 'neu': 0.818, 'pos': 0.086, 'compound': -0.0772}"
1704,huh this ios 14 update is kinda ugly on ipad,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.4601}"
1712,⏭️ Thameslink update: 12:35 Bedford to Gatwick Airport due 14:39 will no longer call atedhill and Earlswood Surre…,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}"
1716,"There are widgets under iOS 14. The ""Scriptable"" app supports widgets. Simply write the script in the app (ei ...","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}"
1733,thanks to trump for Infinity War and ios 14 🙏🏾,"{'neg': 0.264, 'neu': 0.541, 'pos': 0.196, 'compound': -0.25}"
1734,⏭️ Thameslink update: 14:33 Gatwick Airport to Bedford due 16:35 will no longer call at Earlswood Surrey andedhil…,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}"
1738,I picked a hell of a day to upgrade to iOS 14.,"{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.6808}"
1742,"iphone 7plus ios 14.1 used gsm but failed, now can i switch to 14.0.1?","{'neg': 0.271, 'neu': 0.729, 'pos': 0.0, 'compound': -0.6652}"
1751,⏲️ Thameslink update: 12:05 Bedford to Gatwick Airport due 14:09 is being delayed between Purley andedhill. Download the…,"{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.2263}"
1752,anyone else on iOS 14.2 having camera problems?,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}"
1758,⏲️ Thameslink update: 12:05 Bedford to Gatwick Airport due 14:09 is being delayed between Purley andedhill. Downl…,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.2263}"
1763,the error message as seen in the attached snaps is observed when we…,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}"
1785,Greater Anglia update: Due to signalling problems between Lingwood and Acle some lines are disrupted. Disruption is…,"{'neg': 0.24, 'neu': 0.645, 'pos': 0.115, 'compound': -0.4019}"
1789,Apple I wanted to say that: after the iOS 14 update it was awkward to put the time on the alarm clock,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.4588}"
1794,ios 14 sucks ass,"{'neg': 0.75, 'neu': 0.25, 'pos': 0.0, 'compound': -0.7184}"
1796,iOS 14.2 ya no saldrá hasta después del evento? Que crees tú,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}"
1802,⏭️ Thameslink update: 14:03 Gatwick Airport to Bedford due 16:06 will no longer call at Earlswood Surrey andedhil…,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}"
1803,"After I upgraded to IOS 14, I need to unlock the phone, log into WhatsApp to get the messages…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1808,❌ GW update: 13:30 Gatwick Airport to eading due 14:49 has been cancelled. Download the Train Beacon iOS app toda…,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.25}"
1819,iOS 14 looks weird. Hehehe,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.1779}"
1825,I finally have iOS 14 so how do I make my home screen all cute and shit,"{'neg': 0.184, 'neu': 0.663, 'pos': 0.153, 'compound': -0.1531}"
1827,❌ Northern update: 14:48 Scunthorpe to Doncaster due 15:28 will be cancelled. Download the Train Beacon iOS app tod…,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.25}"
1829,❌ Northern update: 13:42 Doncaster to Scunthorpe due 14:21 will be cancelled. Download the Train Beacon iOS app tod…,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.25}"
1840,"I have the same problem, iphone 7plus. ios 14.1, the video I posted,","{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}"
1848,my phone updated to ios 14 overnight wtf i didn’t want that shit 😤😤😤,"{'neg': 0.396, 'neu': 0.535, 'pos': 0.07, 'compound': -0.7964}"
1857,⏲️ Northern update: 12:17 Crewe to Liverpool Lime Street due 14:28 will be delayed at Manchester Oxfordoad. Downl…,"{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.2263}"
1861,Woke up and the only sure thing in this world is that iOS 14 pushed and desperately wants me to use its baffling widgets system,"{'neg': 0.093, 'neu': 0.824, 'pos': 0.082, 'compound': -0.0772}"
1883,Hey wie sieht's denn mal mit nem Update eurer Ski App aus? Wäre schon schön wenn ihr die neuen iOS 14 Widgets unterstützen würdet.,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.5994}"
1890,i dont know why i cant download it back wtf :( my friend isn’t having any problem with it so this is so weird also…,"{'neg': 0.354, 'neu': 0.548, 'pos': 0.097, 'compound': -0.8147}"
1898,"IOS 14, because we all need something else to be pissed off about right now.","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.6369}"
1900,14 is crap. Seems like changes just for the sake of change.,"{'neg': 0.172, 'neu': 0.662, 'pos': 0.166, 'compound': -0.0258}"
1902,Sa ios 14 po sya long press po yung screen tapos click po yung + sign sa upper left corner,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.8957}"
1904,Man I didn’t want iOS 14 my shit updated on its own last night,"{'neg': 0.226, 'neu': 0.692, 'pos': 0.082, 'compound': -0.5106}"
1907,IOS 14 jajsjs ke no entiendo na,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}"
1911,"A alguien se le cierra de golpe el Pokemón GO? No se si solo me pasa a mi, tengo IOS 13 O 14, voy a ver si actualiz…","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.296}"
1913,Last night was hell. This morning I'm confused and frustrated. ...My phone auto-updated to iOS 14.,"{'neg': 0.442, 'neu': 0.558, 'pos': 0.0, 'compound': -0.8834}"
1927,"Cuantas apps tienen sin actualizar, yo 45 + el iOS 14.1. Después me quejo si me anda mal 🤡.","{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.5574}"
1934,How to manage alarms based on your sleep pattern in iOS 14 -,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.2732}"
1937,Steve Jobs está se contorcendo no caixão com esse bug no iOS 14. Texto sobre texto,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.5267}"
1966,No jailbreak. No bypass. iPhone 7. iOS 14. What’s the fix for this?,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.5267}"
1986,Greater Anglia update: Due to signalling problems between Lingwood and Acle some lines are disrupted. Disruption is…,"{'neg': 0.24, 'neu': 0.645, 'pos': 0.115, 'compound': -0.4019}"
1988,too bad i already have ios 14 😽,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.5423}"
1994,Vamos para as projeções de agora? - Empate no Senado entreep. e Dem. - Dem. viraram e são maioria na Câmara - Trump ai…,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}"
2005,comunque iOS 14.1 (su 12 Pro)sembra proprio un battery killer 😱.. o forse sono ancora troppo abituato all…,"{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.6486}"
2008,me watching the call ring on the top of the screen to avoid socializing with the new ios 14 update,"{'neg': 0.1, 'neu': 0.818, 'pos': 0.082, 'compound': -0.1027}"
2011,jadi... ios 14 itu jane piye? rekomendasi rak sih wkw takutnya lag doooong,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.34}"
2014,Vamos para as projeções de agora? - Empate no Senado entreep. e Dem. - Dem. viraram e são maioria na Câmara - T…,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}"
2029,❌ Transport for Wales update: 05/11/20 13:16 Maesteg to Cardiff Central due 14:10 will be cancelled. Download the T…,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.25}"
2032,"If you don't like the compact display of FaceTime, Siri, and incoming calls in iOS 14, find out how to change the d…","{'neg': 0.088, 'neu': 0.912, 'pos': 0.0, 'compound': -0.2755}"
2077,why is ios 14 2gb why why why WHAT IF I DON'T WANT IT,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.1936}"
2079,Steve Jobs is squirming in the coffin with this bug on iOS 14. Text over text,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
