,tweets_en,sentistrength
170,Hi sis🙋🏻‍♀️ I sell Spotify Premium for only 9K! Apple Music Can ios 14! Today's Netflix promo is only 30K! App p…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
171,iOS 14 has goneedmond. Permissions like Vista and live tiles like Windows Phone.,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.6124}"
172,Hi sis🙋🏻‍♀️ I sell Spotify Premium for only 9K! Apple Music Can ios 14! Today's Netflix promo is only 30K! App p…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
173,Hi sis🙋🏻‍♀️ I sell Spotify Premium for only 9K! Apple Music Can ios 14! Today's Netflix promo is only 30K! App p…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
174,Hi sis🙋🏻‍♀️ I sell Spotify Premium for only 9K! Apple Music Can ios 14! Today's Netflix promo is only 30K! App p…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
175,Hi sis🙋🏻‍♀️ I sell Spotify Premium for only 9K! Apple Music Can ios 14! Today's Netflix promo is only 30K! App p…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
176,🍬APPLE MUSIC🍬 • Activation 30k / 3 months • Extend 40k / 3 months = can IOS 14💓 full warranty🌈 = order? dm📩 / ...,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.1779}"
177,Hi sis🙋🏻‍♀️ I sell Spotify Premium for only 9K! Apple Music Can ios 14! Today's Netflix promo is only 30K! App p…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
178,Hi sis🙋🏻‍♀️ I sell Spotify Premium for only 9K! Apple Music Can ios 14! Today's Netflix promo is only 30K! App p…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
179,Hi sis🙋🏻‍♀️ I sell Spotify Premium for only 9K! Apple Music Can ios 14! Today's Netflix promo is only 30K! App p…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
180,Hi sis🙋🏻‍♀️ I sell Spotify Premium for only 9K! Apple Music Can ios 14! Today's Netflix promo is only 30K! App p…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
181,Hi sis🙋🏻‍♀️ I sell Spotify Premium for only 9K! Apple Music Can ios 14! Today's Netflix promo is only 30K! App p…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
182,Hi sis🙋🏻‍♀️ I sell Spotify Premium for only 9K! Apple Music Can ios 14! Netflix's promo today cu…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
183,Hi sis🙋🏻‍♀️ I sell Spotify Premium for only 9K! Apple Music Can ios 14! Today's Netflix promo is only 30K! App p…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
184,"Goodbye old layout, I decided I’m making a Nicholas Latifi/Williams IOS 14 layout","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
185,Iphone was bothering itself He regrets updating the phone 🤛🏻 #iPhone,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.6249}"
186,Fell asleep and woke up to see my phone updated itself to iOS 14😒,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
187,"Ok, Apple, I already understood that iOS 14.1 is already available and that it will be installed later tonight, shut up","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}"
188,New IOS 14.1 update 😉,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
189,iOS 14 has goneedmond. Permissions like Vista and live tiles like Windows Phone.,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.6124}"
190,"Had a similar issue for a week or so, had deleted my beta profile with the 14.2 beta i…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
191,Meaning for example ip6s update to ios 14?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
192,"So it turns out in 2020, you can still get a really good budget iPhone. Actually the iPhone SE - which costs only about…","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4927}"
193,Today with iOS 14.1 it's crazy,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}"
194,"Ok, Apple, I already understood that iOS 14.1 is already available and that it will be installed later tonight, shut up","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}"
196,"Finally, ios 12. Let other ore ios 14 dh 🤣","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
197,"After updating iOS to 14.1, the time input of the schedule became very difficult to use, but I wonder if I can return to the conventional method.","{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.2255}"
198,are you sure? i have ios 14.0 downloaded rn,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}"
199,iOS 14 Did everyone? I'm hesitant to change because there are many opinions that seem to have many problems 🤔💦,"{'neg': 0.207, 'neu': 0.793, 'pos': 0.0, 'compound': -0.5719}"
200,🚨 ASIA AIST AWADS 2020 🚨 Vote #EXO in the 'Male Popularity Award' Category on the Choeaedol app. IOS,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.765}"
202,yoooo this IOS 14.1 is dope asf im fuckin wits iilt 🔥👏🏽 update yoo phones 🤙🏽,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
203,Apple Music ios 14 🔥,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
204,Tickets have been sold! # Bookmark me 2getherLiveOnStage watch live via VLIVE + 🎟 Buy tickets: watch together on October 18 at 1 ...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
205,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, ok? about the guaranteed price, nuts ...","{'neg': 0.109, 'neu': 0.81, 'pos': 0.081, 'compound': -0.1906}"
206,"Sis can you help, I just updated iOS 14 and I lost signal 3, I'm trying to replace another sim card, norm ...","{'neg': 0.096, 'neu': 0.792, 'pos': 0.113, 'compound': 0.1027}"
207,"FINALLY! Ethereum 2.0 Launches Deposit Contract &amp; Beacon Dates | Bitcoin Shatters $14,000 | News! - Crypt0 TV via B…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
208,APPLE MUSIC ✅ 100% Legal (NOT MOD / APK LINK) ✅ Full Guarantee ✅egion Indonesia ✅ Without asking for password ✅ Yes I can ...,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.6369}"
210,Ahh to iOS 14? Dude it has been here for 2 months 😂 the Translate is s new app by apple which do th…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
211,I guess you mean to say that there are more similarities with the hardware and software experience th…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
212,my ios 14 is beautiful,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.5994}"
213,🌻 Apple Music 🌻 • Aktivasi (bisa ios 14) 15k/3 bulan • Perpanjang (ios 14❌) 20k/3 bulan ✅legal &amp; garansi ✅need a…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
214,"Hey, sorry that I asking you on this old twit but can you please help me? Does bts world…","{'neg': 0.051, 'neu': 0.662, 'pos': 0.287, 'compound': 0.7469}"
215,Cydia iOS 14.2 #Python #rstats #java #javascript #AWS #100DaysOfCode #eactJS #Coding #CloudComput…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
216,👍 on New! Windows Full Untethered iCloud Bypass iOS 14.1 (iOS 12-14) Sim Pin! Battery Drain Fix,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
218,iOS 14 still can’t run more than one timer at once. Good to know there’s still some things we can rely on in These Unprecedented Times.,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}"
219,"The main unit has always been a little hot since I updated to iOS 14, but the battery drained faster ...","{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.5023}"
220,The App Library on iOS 14...what a trash feature.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
221,i got so excited i thought this was ios 14😭💔,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4005}"
223,I think after the iOS 14 update it will be slow. Apparently not,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
224,Thank you! iPhone/ iOS 14.1 can’t wait to see it!,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.4738}"
225,The bastard wakes up to the ios 14😭 update,"{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.5423}"
226,People now iOS 14 you still iOS 7 knn 😂😂😂😂😂😂😂😂😂😂,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
227,People now iOS 14 you still iOS 7 knn 😂😂😂😂😂😂😂😂😂😂,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
228,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed price is mura ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
229,🌻 Apple Music 🌻 • Aktivasi (bisa ios 14) 15k/3 bulan • Perpanjang (ios 14❌) 20k/3 bulan ✅legal &amp; garansi ✅need…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
230,I sell Netflix sharing spotify apple music ios 14 viu youtube premium canva pro huh! 😉 Order can be via dm or line ...,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.4753}"
231,Very nice but I would like to create my own categories and decide what goes in them. How to use iOS 14’s App Librar…,"{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.7874}"
232,Hello Sis! anyone still looking for Premium Apps? let's just write the DM for the order yaa🤗 about har ...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
233,I don't know if iph6s has iOS 14 WEIDDDDDDD ................,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
234,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed price ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
235,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed price is 100% cheap ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
236,APPLE MUSIC 🔥 (support ios 14) 3 bulan : 25.000 [ ios 14 +5rb ] Garansi | Aktivasi &amp; Perpanjang | Akun pribadi |…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
237,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed price is mura ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
238,I'm setting up my new phone and updating to ios 14!! for now I'm gonna keep the normal apps but when I do create so…,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4997}"
239,Earlier After updating to iOS 14.2C,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
240,"The fag with an iPhone 6 wanting to upgrade to iOS 14.1, girl, sense right? The cell phone will become a toaster","{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.4767}"
241,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price 10 ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
242,IOS was 14 while I was sleeping ... a dream? !!,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.3786}"
243,"This is my iOS 14, hahahahaha.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
244,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price 10 ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
246,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
247,What’s new in iOS 14.2release Candidate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
248,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price 1 ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
249,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
250,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price 1 ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
251,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, ok? about the guaranteed price, nuts ...","{'neg': 0.109, 'neu': 0.81, 'pos': 0.081, 'compound': -0.1906}"
252,Asian Artist Awards 2020 Ends: November 14 Category: Male Popularity Award Download: - Android:…,"{'neg': 0.0, 'neu': 0.51, 'pos': 0.49, 'compound': 0.8625}"
253,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, ok? about the guaranteed price, nuts ...","{'neg': 0.109, 'neu': 0.81, 'pos': 0.081, 'compound': -0.1906}"
254,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
257,I googled iOS 14 custom icons a lot to figure it out. Not hard just takes a lot of time. Also widgetsmith!,"{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.1501}"
258,NOT IOS 14.1 I DON'T WANT YOU TO BE INSTALLED AND I AM IGNOUING YOUR NOTIFICATIONS THAT POA,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.1936}"
259,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
260,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
261,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
262,Finally updated to iOS 14.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
263,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
264,"Interesting detail here, I thought it was now official that iPads now get “iPadOS” and iPhones get “iOS.” Yet, here…","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}"
265,Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order yaa about the price ...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
266,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price 1 ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
267,🏁 Transport for Wales update: 14:26 Shrewsbury to Holyhead due 17:16 will be terminated at Chester. Download the Tr…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
268,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
269,hey bro ! How are you? Can we jailbreak Iphone 8 plus running iOS 14.0.1? Thanks 🙏,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.5502}"
270,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, ok? about the guaranteed price, nuts ...","{'neg': 0.109, 'neu': 0.81, 'pos': 0.081, 'compound': -0.1906}"
271,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
272,Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order yaa🤗 about the price ...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
273,When will chekra1n for A13 ios 14?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
275,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed price is mura ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
276,✨APPLE MUSIC 1 month 15k 3 months 30k Extension + 5k Ios 14 ✔ t. which one is buying and selling ...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
277,Pokémon GO refuses to open on my iPhone 8 (iOS 14.1). When I tap the app icon on my home screen it ope…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
278,👻November coupon!👻 🧡Get 120Emeralds 💜Get 200 Apples 🧡Get 200Gemstones 💜Get 200 Pinkstones 💗CODE : STAYHEE Please check…,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.3802}"
279,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, ok? about the guaranteed price, nuts ...","{'neg': 0.109, 'neu': 0.81, 'pos': 0.081, 'compound': -0.1906}"
280,iOS 14 Minimal Icon Pack Available! Get it here:,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
281,𝚈𝚘𝚞𝚝𝚞𝚋𝚎 𝙿𝚛𝚎𝚖𝚒𝚞𝚖 ✈︎30 day | 14 bath☜︎ (not per mail) 30day | 55bath (per mail) 𒊹︎ Both Andrion / ios can be used.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
282,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price 10 ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
283,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price 1 ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
284,pano ba tong ios 14 na to pota,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
285,Ios 14.1 update coming up for vivo smartphones 😅,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
286,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, ok? about the guaranteed price, nuts ...","{'neg': 0.109, 'neu': 0.81, 'pos': 0.081, 'compound': -0.1906}"
287,"This is my iOS 14, hahahahaha.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
288,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
289,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, ok? about the guaranteed price, nuts ...","{'neg': 0.109, 'neu': 0.81, 'pos': 0.081, 'compound': -0.1906}"
290,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, okay? about the price ...","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.372}"
291,iOS 14: How to use the new Markup color tools on iPhone and iPad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
292,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price 10 ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
293,"⭐OPEN MODE APP PREMIUM⭐ Netflix, canva, spotify, perpanjang spotify apple music ios 14 netflix, yout…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
294,"⭐OPEN MODE APP PREMIUM⭐ Netflix, canva, spotify, perpanjang spotify apple music ios 14 netflix, yout…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
295,love the new features of ios 14 😻,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}"
296,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed price is mura ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
298,Seriously asking what problems after up to iOS 14,"{'neg': 0.386, 'neu': 0.614, 'pos': 0.0, 'compound': -0.5267}"
300,"This fun, retro iOS 14 widget will transform your iPhone","{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5106}"
